1287,www.microsoft.com/autoroute
1288,www.microsoft.com/library
1289,www.microsoft.com/masterchef
1297,www.microsoft.com/centroam
1215,www.microsoft.com/developer
1279,www.microsoft.com/msgolf
1239,www.microsoft.com/msconsult
1282,www.microsoft.com/home
1251,www.microsoft.com/referencesupport
1121,www.microsoft.com/magazine
1083,www.microsoft.com/msaccesssupport
1145,www.microsoft.com/vfoxprosupport
1276,www.microsoft.com/vtestsupport
1200,www.microsoft.com/benelux
1259,www.microsoft.com/controls
1155,www.microsoft.com/sidewalk
1092,www.microsoft.com/vfoxpro
1004,www.microsoft.com/search
1057,www.microsoft.com/powerpoint
1140,www.microsoft.com/netherlands
1198,www.microsoft.com/pictureit
1147,www.microsoft.com/msft
1005,www.microsoft.com/norge
1026,www.microsoft.com/sitebuilder
1119,www.microsoft.com/corpinfo
1216,www.microsoft.com/vrml
1218,www.microsoft.com/publishersupport
1205,www.microsoft.com/hardwaresupport
1269,www.microsoft.com/business
1031,www.microsoft.com/msoffice
1003,www.microsoft.com/kb
1238,www.microsoft.com/exceldev
1118,www.microsoft.com/sql
1242,www.microsoft.com/msgarden
1171,www.microsoft.com/merchant
1175,www.microsoft.com/msprojectsupport
1021,www.microsoft.com/visualc
1222,www.microsoft.com/msofc
1284,www.microsoft.com/partner
1294,www.microsoft.com/bookshelf
1053,www.microsoft.com/visualj
1293,www.microsoft.com/encarta
1167,www.microsoft.com/hwtest
1202,www.microsoft.com/advtech
1234,www.microsoft.com/off97cat
1054,www.microsoft.com/exchange
1262,www.microsoft.com/chile
1074,www.microsoft.com/ntworkstation
1027,www.microsoft.com/intdev
1061,www.microsoft.com/promo
1236,www.microsoft.com/globaldev
1212,www.microsoft.com/worldwide
1204,www.microsoft.com/msscheduleplus
1196,www.microsoft.com/ie40
1188,www.microsoft.com/korea
1228,www.microsoft.com/vtest
1078,www.microsoft.com/ntserversupport
1008,www.microsoft.com/msdownload
1052,www.microsoft.com/word
1091,www.microsoft.com/hwdev
1280,www.microsoft.com/music
1247,www.microsoft.com/wineguide
1064,www.microsoft.com/activeplatform
1065,www.microsoft.com/java
1133,www.microsoft.com/frontpagesupport
1102,www.microsoft.com/homeessentials
1132,www.microsoft.com/msmoneysupport
1240,www.microsoft.com/thailand
1225,www.microsoft.com/piracy
1130,www.microsoft.com/syspro
1157,www.microsoft.com/win32dev
1058,www.microsoft.com/referral
1076,www.microsoft.com/ntwkssupport
1163,www.microsoft.com/opentype
1187,www.microsoft.com/odbc
1152,www.microsoft.com/rus
1139,www.microsoft.com/k-12
1223,www.microsoft.com/finland
1001,www.microsoft.com/support
1043,www.microsoft.com/smallbiz
1165,www.microsoft.com/poland
1194,www.microsoft.com/china
1138,www.microsoft.com/mind
1158,www.microsoft.com/imedia
1094,www.microsoft.com/mshome
1055,www.microsoft.com/kids
1277,www.microsoft.com/stream
1143,www.microsoft.com/workshoop
1068,www.microsoft.com/vbscript
1229,www.microsoft.com/uruguay
1177,www.microsoft.com/events
1014,www.microsoft.com/officefreestuff
1019,www.microsoft.com/mspowerpoint
1122,www.microsoft.com/mindshare
1041,www.microsoft.com/workshop
1033,www.microsoft.com/logostore
1233,www.microsoft.com/vbscripts
1211,www.microsoft.com/smsmgmtsupport
1199,www.microsoft.com/feedback
1024,www.microsoft.com/iis
1179,www.microsoft.com/colombia
1067,www.microsoft.com/frontpage
1181,www.microsoft.com/kidssupport
1174,www.microsoft.com/nz
1162,www.microsoft.com/infoservsupport
1046,www.microsoft.com/iesupport
1197,www.microsoft.com/sqlsupport
1231,www.microsoft.com/win32devsupport
1141,www.microsoft.com/europe
1120,www.microsoft.com/switch
1112,www.microsoft.com/canada
1142,www.microsoft.com/southafrica
1250,www.microsoft.com/middleeast
1214,www.microsoft.com/finserv
1190,www.microsoft.com/repository
1098,www.microsoft.com/devonly
1263,www.microsoft.com/services
1049,www.microsoft.com/supportnet
1073,www.microsoft.com/taiwan
1166,www.microsoft.com/mexico
1226,www.microsoft.com/msschedplussupport
1184,www.microsoft.com/msexcelsupport
1025,www.microsoft.com/gallery
1160,www.microsoft.com/visualcsupport
1156,www.microsoft.com/powered
1268,www.microsoft.com/javascript
1220,www.microsoft.com/macofficesupport
1060,www.microsoft.com/msword
1203,www.microsoft.com/danmark
1176,www.microsoft.com/jscript
1168,www.microsoft.com/salesinfo
1066,www.microsoft.com/musicproducer
1128,www.microsoft.com/msf
1275,www.microsoft.com/security.
1136,www.microsoft.com/usa
1146,www.microsoft.com/msp
1237,www.microsoft.com/devdays
1081,www.microsoft.com/accessdev
1016,www.microsoft.com/excel
1069,www.microsoft.com/windowsce
1148,www.microsoft.com/channel_resources
1161,www.microsoft.com/workssupport
1013,www.microsoft.com/vbasicsupport
1116,www.microsoft.com/switzerland
1093,www.microsoft.com/vba
1249,www.microsoft.com/fortransupport
1095,www.microsoft.com/catalog
1023,www.microsoft.com/spain
1192,www.microsoft.com/visualjsupport
1080,www.microsoft.com/brasil
1050,www.microsoft.com/macoffice
1255,www.microsoft.com/msmq
1273,www.microsoft.com/mdn
1206,www.microsoft.com/select
1230,www.microsoft.com/mailsupport
