stock	3.0,2.0,0.000247259540,0.000149253731
limited	4.0,8.0,0.000329679387,0.000597014925
entergyr	1.0,0.0,0.000082419847,0.000000000000
additionally	1.0,1.0,0.000082419847,0.000074626866
doubts	0.0,1.0,0.000000000000,0.000074626866
dynamic	2.0,0.0,0.000164839693,0.000000000000
externally	0.0,2.0,0.000000000000,0.000149253731
yellow	0.0,1.0,0.000000000000,0.000074626866
four	2.0,3.0,0.000164839693,0.000223880597
protest	2.0,0.0,0.000164839693,0.000000000000
35782	1.0,0.0,0.000082419847,0.000000000000
invovled	2.0,0.0,0.000164839693,0.000000000000
railing	0.0,1.0,0.000000000000,0.000074626866
appetite	0.0,2.0,0.000000000000,0.000149253731
hate	0.0,4.0,0.000000000000,0.000298507463
worked	1.0,1.0,0.000082419847,0.000074626866
forget	0.0,1.0,0.000000000000,0.000074626866
looking	0.0,4.0,0.000000000000,0.000298507463
fronts	1.0,0.0,0.000082419847,0.000000000000
founder	0.0,1.0,0.000000000000,0.000074626866
granting	0.0,1.0,0.000000000000,0.000074626866
turner	1.0,0.0,0.000082419847,0.000000000000
locomotive	0.0,1.0,0.000000000000,0.000074626866
originality	0.0,1.0,0.000000000000,0.000074626866
345	1.0,0.0,0.000082419847,0.000000000000
koromah	0.0,2.0,0.000000000000,0.000149253731
swap	0.0,2.0,0.000000000000,0.000149253731
whatsoever	0.0,2.0,0.000000000000,0.000149253731
riedel	1.0,0.0,0.000082419847,0.000000000000
sibilant	0.0,1.0,0.000000000000,0.000074626866
sorry	2.0,0.0,0.000164839693,0.000000000000
diverted	1.0,0.0,0.000082419847,0.000000000000
homemakers	0.0,1.0,0.000000000000,0.000074626866
349	0.0,2.0,0.000000000000,0.000149253731
overpaying	0.0,1.0,0.000000000000,0.000074626866
merchant	2.0,0.0,0.000164839693,0.000000000000
plants	2.0,0.0,0.000164839693,0.000000000000
collaborate	2.0,0.0,0.000164839693,0.000000000000
risk	31.0,1.0,0.002555015248,0.000074626866
taylorja	1.0,0.0,0.000082419847,0.000000000000
regional	8.0,0.0,0.000659358774,0.000000000000
distort	0.0,1.0,0.000000000000,0.000074626866
knelt	0.0,1.0,0.000000000000,0.000074626866
travis	1.0,0.0,0.000082419847,0.000000000000
georgia	0.0,1.0,0.000000000000,0.000074626866
every	0.0,9.0,0.000000000000,0.000671641791
affect	0.0,1.0,0.000000000000,0.000074626866
multiple	1.0,4.0,0.000082419847,0.000298507463
similes	0.0,1.0,0.000000000000,0.000074626866
school	0.0,1.0,0.000000000000,0.000074626866
internally	2.0,0.0,0.000164839693,0.000000000000
exaggerate	0.0,1.0,0.000000000000,0.000074626866
customizable	0.0,1.0,0.000000000000,0.000074626866
supports	2.0,0.0,0.000164839693,0.000000000000
withers	2.0,0.0,0.000164839693,0.000000000000
companies	2.0,3.0,0.000164839693,0.000223880597
solution	0.0,2.0,0.000000000000,0.000149253731
xqirzd	0.0,1.0,0.000000000000,0.000074626866
convenience	1.0,0.0,0.000082419847,0.000000000000
casinos	0.0,1.0,0.000000000000,0.000074626866
suite	1.0,3.0,0.000082419847,0.000223880597
299	0.0,1.0,0.000000000000,0.000074626866
deadline	2.0,4.0,0.000164839693,0.000298507463
mongolia	0.0,1.0,0.000000000000,0.000074626866
heading	0.0,1.0,0.000000000000,0.000074626866
cyberopps	0.0,1.0,0.000000000000,0.000074626866
expanded	1.0,0.0,0.000082419847,0.000000000000
force	1.0,3.0,0.000082419847,0.000223880597
leaders	1.0,0.0,0.000082419847,0.000000000000
tired	0.0,2.0,0.000000000000,0.000149253731
capitalisation	0.0,1.0,0.000000000000,0.000074626866
consistent	1.0,0.0,0.000082419847,0.000000000000
bacon	0.0,1.0,0.000000000000,0.000074626866
direct	2.0,0.0,0.000164839693,0.000000000000
southernenergy	2.0,0.0,0.000164839693,0.000000000000
horn	0.0,1.0,0.000000000000,0.000074626866
dobmeos	0.0,1.0,0.000000000000,0.000074626866
kevin	47.0,0.0,0.003873732795,0.000000000000
likely	6.0,0.0,0.000494519080,0.000000000000
street	1.0,0.0,0.000082419847,0.000000000000
perfect	1.0,2.0,0.000082419847,0.000149253731
freehand	0.0,1.0,0.000000000000,0.000074626866
n	1.0,7.0,0.000082419847,0.000522388060
quite	2.0,1.0,0.000164839693,0.000074626866
even	1.0,9.0,0.000082419847,0.000671641791
established	1.0,1.0,0.000082419847,0.000074626866
errors	0.0,5.0,0.000000000000,0.000373134328
revised	1.0,0.0,0.000082419847,0.000000000000
hidd	0.0,1.0,0.000000000000,0.000074626866
pts	1.0,0.0,0.000082419847,0.000000000000
spoke	1.0,0.0,0.000082419847,0.000000000000
entergy	6.0,0.0,0.000494519080,0.000000000000
asia	0.0,1.0,0.000000000000,0.000074626866
slotting	0.0,1.0,0.000000000000,0.000074626866
bonuses	0.0,4.0,0.000000000000,0.000298507463
faclities	1.0,0.0,0.000082419847,0.000000000000
above	2.0,5.0,0.000164839693,0.000373134328
conduct	2.0,0.0,0.000164839693,0.000000000000
supplier	2.0,0.0,0.000164839693,0.000000000000
new	39.0,17.0,0.003214374021,0.001268656716
bharat	1.0,0.0,0.000082419847,0.000000000000
increasing	2.0,0.0,0.000164839693,0.000000000000
ever	0.0,2.0,0.000000000000,0.000149253731
consisting	0.0,1.0,0.000000000000,0.000074626866
told	2.0,3.0,0.000164839693,0.000223880597
textures	0.0,1.0,0.000000000000,0.000074626866
why	0.0,10.0,0.000000000000,0.000746268657
dryblower	0.0,1.0,0.000000000000,0.000074626866
relates	0.0,1.0,0.000000000000,0.000074626866
intercreditor	1.0,0.0,0.000082419847,0.000000000000
affiliates	0.0,3.0,0.000000000000,0.000223880597
hundreds	0.0,1.0,0.000000000000,0.000074626866
beck	3.0,0.0,0.000247259540,0.000000000000
108	1.0,0.0,0.000082419847,0.000000000000
china	0.0,3.0,0.000000000000,0.000223880597
humility	0.0,2.0,0.000000000000,0.000149253731
active	1.0,0.0,0.000082419847,0.000000000000
path	1.0,0.0,0.000082419847,0.000000000000
100	0.0,14.0,0.000000000000,0.001044776119
beca	0.0,1.0,0.000000000000,0.000074626866
107	0.0,1.0,0.000000000000,0.000074626866
celebration	1.0,1.0,0.000082419847,0.000074626866
borrowers	0.0,1.0,0.000000000000,0.000074626866
crespigny	0.0,2.0,0.000000000000,0.000149253731
forum	1.0,0.0,0.000082419847,0.000000000000
items	2.0,10.0,0.000164839693,0.000746268657
employees	7.0,0.0,0.000576938927,0.000000000000
changed	0.0,1.0,0.000000000000,0.000074626866
foolishness	0.0,1.0,0.000000000000,0.000074626866
oxymoron	1.0,0.0,0.000082419847,0.000000000000
credit	4.0,6.0,0.000329679387,0.000447761194
ect	378.0,0.0,0.031154702052,0.000000000000
specials	0.0,3.0,0.000000000000,0.000223880597
cindy	5.0,0.0,0.000412099233,0.000000000000
advantages	0.0,1.0,0.000000000000,0.000074626866
aka	0.0,1.0,0.000000000000,0.000074626866
changes	4.0,0.0,0.000329679387,0.000000000000
wood	1.0,0.0,0.000082419847,0.000000000000
ipps	5.0,0.0,0.000412099233,0.000000000000
mail	9.0,14.0,0.000741778620,0.001044776119
benedicta	0.0,2.0,0.000000000000,0.000149253731
julie	5.0,0.0,0.000412099233,0.000000000000
explained	0.0,1.0,0.000000000000,0.000074626866
angrily	0.0,1.0,0.000000000000,0.000074626866
chaeap	0.0,1.0,0.000000000000,0.000074626866
feelings	0.0,1.0,0.000000000000,0.000074626866
brought	0.0,1.0,0.000000000000,0.000074626866
teco	2.0,0.0,0.000164839693,0.000000000000
pound	0.0,2.0,0.000000000000,0.000149253731
thursday	3.0,2.0,0.000247259540,0.000149253731
stern	0.0,1.0,0.000000000000,0.000074626866
perhaps	1.0,2.0,0.000082419847,0.000149253731
055	2.0,0.0,0.000164839693,0.000000000000
stand	0.0,2.0,0.000000000000,0.000149253731
classifieds	0.0,1.0,0.000000000000,0.000074626866
philip	1.0,0.0,0.000082419847,0.000000000000
unit	6.0,0.0,0.000494519080,0.000000000000
derivatives	2.0,0.0,0.000164839693,0.000000000000
sexual	0.0,2.0,0.000000000000,0.000149253731
ore	0.0,2.0,0.000000000000,0.000149253731
reflected	1.0,0.0,0.000082419847,0.000000000000
7268	3.0,0.0,0.000247259540,0.000000000000
would	32.0,20.0,0.002637435094,0.001492537313
dnb	1.0,0.0,0.000082419847,0.000000000000
catchy	0.0,1.0,0.000000000000,0.000074626866
played	0.0,1.0,0.000000000000,0.000074626866
negative	1.0,0.0,0.000082419847,0.000000000000
trusted	0.0,1.0,0.000000000000,0.000074626866
cali	0.0,1.0,0.000000000000,0.000074626866
6207	1.0,0.0,0.000082419847,0.000000000000
call	6.0,3.0,0.000494519080,0.000223880597
therefore	3.0,1.0,0.000247259540,0.000074626866
passport	0.0,1.0,0.000000000000,0.000074626866
contratulations	1.0,0.0,0.000082419847,0.000000000000
danielle	0.0,2.0,0.000000000000,0.000149253731
type	0.0,5.0,0.000000000000,0.000373134328
tell	0.0,11.0,0.000000000000,0.000820895522
voted	0.0,1.0,0.000000000000,0.000074626866
breathe	0.0,2.0,0.000000000000,0.000149253731
main	0.0,1.0,0.000000000000,0.000074626866
setup	2.0,1.0,0.000164839693,0.000074626866
posting	0.0,1.0,0.000000000000,0.000074626866
successful	0.0,10.0,0.000000000000,0.000746268657
brings	2.0,2.0,0.000164839693,0.000149253731
tenacity	0.0,1.0,0.000000000000,0.000074626866
carmody	0.0,1.0,0.000000000000,0.000074626866
training	7.0,1.0,0.000576938927,0.000074626866
aware	1.0,0.0,0.000082419847,0.000000000000
99	51.0,6.0,0.004203412182,0.000447761194
98	0.0,1.0,0.000000000000,0.000074626866
adult	0.0,2.0,0.000000000000,0.000149253731
excellent	0.0,1.0,0.000000000000,0.000074626866
90	2.0,1.0,0.000164839693,0.000074626866
ward	0.0,1.0,0.000000000000,0.000074626866
92	0.0,1.0,0.000000000000,0.000074626866
95	0.0,15.0,0.000000000000,0.001119402985
blocking	0.0,1.0,0.000000000000,0.000074626866
97	0.0,1.0,0.000000000000,0.000074626866
96	0.0,1.0,0.000000000000,0.000074626866
me	27.0,19.0,0.002225335861,0.001417910448
1990	2.0,0.0,0.000164839693,0.000000000000
mg	0.0,1.0,0.000000000000,0.000074626866
1992	2.0,0.0,0.000164839693,0.000000000000
join	5.0,4.0,0.000412099233,0.000298507463
room	2.0,0.0,0.000164839693,0.000000000000
1997	2.0,0.0,0.000164839693,0.000000000000
mb	0.0,1.0,0.000000000000,0.000074626866
1999	5.0,0.0,0.000412099233,0.000000000000
1998	1.0,0.0,0.000082419847,0.000000000000
mo	0.0,1.0,0.000000000000,0.000074626866
work	20.0,6.0,0.001648396934,0.000447761194
roof	0.0,2.0,0.000000000000,0.000149253731
worth	1.0,0.0,0.000082419847,0.000000000000
gxol	0.0,1.0,0.000000000000,0.000074626866
ere	0.0,1.0,0.000000000000,0.000074626866
mw	3.0,0.0,0.000247259540,0.000000000000
rohan	1.0,0.0,0.000082419847,0.000000000000
ms	0.0,10.0,0.000000000000,0.000746268657
mr	0.0,4.0,0.000000000000,0.000298507463
elbow	0.0,1.0,0.000000000000,0.000074626866
ernest	0.0,1.0,0.000000000000,0.000074626866
my	37.0,48.0,0.003049534328,0.003582089552
example	2.0,4.0,0.000164839693,0.000298507463
	17.0,0.0,0.001401137394,0.000000000000
transition	4.0,0.0,0.000329679387,0.000000000000
indicated	1.0,0.0,0.000082419847,0.000000000000
give	5.0,9.0,0.000412099233,0.000671641791
rabey	1.0,0.0,0.000082419847,0.000000000000
bennett	1.0,0.0,0.000082419847,0.000000000000
india	1.0,0.0,0.000082419847,0.000000000000
553	1.0,0.0,0.000082419847,0.000000000000
hormone	0.0,2.0,0.000000000000,0.000149253731
walsh	2.0,0.0,0.000164839693,0.000000000000
reviewing	0.0,1.0,0.000000000000,0.000074626866
986782	1.0,0.0,0.000082419847,0.000000000000
scheduling	4.0,0.0,0.000329679387,0.000000000000
premium	0.0,3.0,0.000000000000,0.000223880597
keep	6.0,10.0,0.000494519080,0.000746268657
world	0.0,6.0,0.000000000000,0.000447761194
absolute	0.0,1.0,0.000000000000,0.000074626866
ena	8.0,0.0,0.000659358774,0.000000000000
end	9.0,7.0,0.000741778620,0.000522388060
recovery	1.0,1.0,0.000082419847,0.000074626866
eng	0.0,1.0,0.000000000000,0.000074626866
provide	7.0,5.0,0.000576938927,0.000373134328
verify	0.0,1.0,0.000000000000,0.000074626866
travel	1.0,2.0,0.000082419847,0.000149253731
thousands	1.0,2.0,0.000082419847,0.000149253731
damage	0.0,1.0,0.000000000000,0.000074626866
machine	0.0,1.0,0.000000000000,0.000074626866
how	7.0,23.0,0.000576938927,0.001716417910
hot	0.0,2.0,0.000000000000,0.000149253731
hindering	0.0,1.0,0.000000000000,0.000074626866
low	2.0,5.0,0.000164839693,0.000373134328
significance	1.0,0.0,0.000082419847,0.000000000000
answer	0.0,5.0,0.000000000000,0.000373134328
turk	0.0,3.0,0.000000000000,0.000223880597
costed	0.0,1.0,0.000000000000,0.000074626866
rise	0.0,1.0,0.000000000000,0.000074626866
description	1.0,1.0,0.000082419847,0.000074626866
825854664	1.0,0.0,0.000082419847,0.000000000000
arcy	7.0,0.0,0.000576938927,0.000000000000
wrong	0.0,1.0,0.000000000000,0.000074626866
getthe	0.0,1.0,0.000000000000,0.000074626866
president	6.0,0.0,0.000494519080,0.000000000000
chums	0.0,1.0,0.000000000000,0.000074626866
excited	2.0,1.0,0.000164839693,0.000074626866
siberia	0.0,1.0,0.000000000000,0.000074626866
purchase	4.0,5.0,0.000329679387,0.000373134328
vance	1.0,0.0,0.000082419847,0.000000000000
danny	1.0,0.0,0.000082419847,0.000000000000
attempt	1.0,0.0,0.000082419847,0.000000000000
effective	7.0,3.0,0.000576938927,0.000223880597
recieved	0.0,1.0,0.000000000000,0.000074626866
appreciate	1.0,0.0,0.000082419847,0.000000000000
season	1.0,0.0,0.000082419847,0.000000000000
janie	1.0,0.0,0.000082419847,0.000000000000
baggage	0.0,1.0,0.000000000000,0.000074626866
maintain	2.0,0.0,0.000164839693,0.000000000000
used	4.0,3.0,0.000329679387,0.000223880597
south	5.0,9.0,0.000412099233,0.000671641791
goodbye	0.0,1.0,0.000000000000,0.000074626866
enter	0.0,4.0,0.000000000000,0.000298507463
democratic	1.0,0.0,0.000082419847,0.000000000000
entex	14.0,0.0,0.001153877854,0.000000000000
wind	1.0,0.0,0.000082419847,0.000000000000
operations	29.0,0.0,0.002390175554,0.000000000000
valium	0.0,1.0,0.000000000000,0.000074626866
executed	1.0,0.0,0.000082419847,0.000000000000
iname	0.0,1.0,0.000000000000,0.000074626866
office	12.0,11.0,0.000989038160,0.000820895522
wound	0.0,1.0,0.000000000000,0.000074626866
golnaraghi	1.0,0.0,0.000082419847,0.000000000000
vary	0.0,1.0,0.000000000000,0.000074626866
expects	3.0,0.0,0.000247259540,0.000000000000
kickoff	2.0,0.0,0.000164839693,0.000000000000
presence	2.0,0.0,0.000164839693,0.000000000000
workstation	0.0,1.0,0.000000000000,0.000074626866
london	3.0,1.0,0.000247259540,0.000074626866
innovative	2.0,0.0,0.000164839693,0.000000000000
ien	0.0,1.0,0.000000000000,0.000074626866
spam	0.0,7.0,0.000000000000,0.000522388060
before	7.0,11.0,0.000576938927,0.000820895522
some	35.0,25.0,0.002884694634,0.001865671642
position	5.0,1.0,0.000412099233,0.000074626866
classrom	1.0,0.0,0.000082419847,0.000000000000
personal	4.0,5.0,0.000329679387,0.000373134328
rankings	1.0,0.0,0.000082419847,0.000000000000
trying	0.0,2.0,0.000000000000,0.000149253731
striking	1.0,0.0,0.000082419847,0.000000000000
exhibits	0.0,2.0,0.000000000000,0.000149253731
pilkington	0.0,1.0,0.000000000000,0.000074626866
better	1.0,6.0,0.000082419847,0.000447761194
tilts	0.0,1.0,0.000000000000,0.000074626866
production	6.0,2.0,0.000494519080,0.000149253731
compelling	0.0,1.0,0.000000000000,0.000074626866
kollaros	1.0,0.0,0.000082419847,0.000000000000
clu	0.0,1.0,0.000000000000,0.000074626866
weeks	6.0,0.0,0.000494519080,0.000000000000
emphasize	0.0,1.0,0.000000000000,0.000074626866
trials	0.0,1.0,0.000000000000,0.000074626866
eventually	0.0,2.0,0.000000000000,0.000149253731
coffee	3.0,2.0,0.000247259540,0.000149253731
bazzd	0.0,1.0,0.000000000000,0.000074626866
justperform	0.0,1.0,0.000000000000,0.000074626866
weakness	2.0,2.0,0.000164839693,0.000149253731
comwww	0.0,11.0,0.000000000000,0.000820895522
incorrectly	1.0,0.0,0.000082419847,0.000000000000
wsc	0.0,1.0,0.000000000000,0.000074626866
break	4.0,1.0,0.000329679387,0.000074626866
modification	0.0,1.0,0.000000000000,0.000074626866
effects	0.0,1.0,0.000000000000,0.000074626866
they	11.0,47.0,0.000906618314,0.003507462687
payback	1.0,0.0,0.000082419847,0.000000000000
mcsherry	1.0,0.0,0.000082419847,0.000000000000
pike	0.0,1.0,0.000000000000,0.000074626866
undeveloped	0.0,1.0,0.000000000000,0.000074626866
silver	0.0,1.0,0.000000000000,0.000074626866
bank	0.0,3.0,0.000000000000,0.000223880597
several	11.0,5.0,0.000906618314,0.000373134328
alex	4.0,0.0,0.000329679387,0.000000000000
usage	1.0,3.0,0.000082419847,0.000223880597
off	3.0,3.0,0.000247259540,0.000223880597
windowsentities	0.0,1.0,0.000000000000,0.000074626866
fonts	0.0,2.0,0.000000000000,0.000149253731
backgrounds	0.0,1.0,0.000000000000,0.000074626866
chuck	1.0,0.0,0.000082419847,0.000000000000
